# x,y,sigma
3.030303030303030276e+00,5.998509420051706620e+00,2.087226287294574878e-01
3.131313131313131048e+00,5.919460045122803216e+00,4.531751901772040902e-01
3.232323232323232265e+00,5.213106341646835951e+00,4.084580434319343700e-01
3.333333333333333481e+00,5.485323695249132214e+00,5.280154241515150337e-01
3.434343434343434254e+00,5.824429348594223121e+00,3.886963337108649830e-01
3.535353535353535470e+00,6.475338642241172948e+00,4.653604898551544355e-02
3.636363636363636243e+00,6.783369947582625237e+00,4.314841145295639224e-01
3.737373737373737459e+00,5.938585595991914268e+00,4.466820102391839686e-01
3.838383838383838231e+00,6.632417415444932018e+00,6.649179208227495863e-01
3.939393939393939448e+00,5.807202146213274574e+00,3.345455458826617767e-01
4.040404040404040664e+00,6.337038552171164518e+00,2.510375974878679695e-01
4.141414141414140992e+00,6.753017969106829277e+00,2.491656781109868046e-01
4.242424242424242209e+00,5.782420415919548695e+00,3.911605728025030482e-02
4.343434343434343425e+00,6.230207685364304027e+00,1.927813925012254459e-01
4.444444444444444642e+00,6.068589333108020512e+00,4.013398021851896091e-01
4.545454545454544970e+00,6.609099302238917062e+00,2.953807359696100088e-01
4.646464646464646187e+00,6.494113414725274147e+00,2.037694420826731134e-01
4.747474747474747403e+00,6.262429097787437726e+00,4.544660408048966649e-01
4.848484848484848619e+00,6.606830203739827212e+00,-3.361782333153923719e-01
4.949494949494949836e+00,6.988573589327101487e+00,5.296087420949724400e-01
5.050505050505050164e+00,6.450540551566372294e+00,3.176864111951973046e-01
5.151515151515151381e+00,6.973877330568488908e+00,2.366976942613283341e-01
5.252525252525252597e+00,6.537459835876383352e+00,2.194824557605354887e-01
5.353535353535353813e+00,7.463024703352994393e+00,9.526736912955732772e-02
5.454545454545454142e+00,6.013716414322565207e+00,3.486296183180082608e-01
5.555555555555555358e+00,6.975279656632661585e+00,4.679438090101444292e-01
5.656565656565656575e+00,5.561400105597432919e+00,2.948128649591336137e-01
5.757575757575757791e+00,7.165697936473559793e+00,2.628100436875546730e-02
5.858585858585858119e+00,6.306066956779615928e+00,5.047752342095810363e-01
5.959595959595959336e+00,7.960406490168894678e+00,-2.319823499948781009e-02
6.060606060606060552e+00,7.244650778697886651e+00,-6.496665681170205042e-02
6.161616161616161769e+00,7.196453905605356915e+00,1.441644409412328465e-01
6.262626262626262097e+00,7.603937299868254840e+00,1.801134036365767965e-01
6.363636363636363313e+00,6.709514224760108725e+00,1.300206733278097826e-01
6.464646464646464530e+00,6.797238229991271474e+00,9.791319890833853901e-01
6.565656565656565746e+00,7.133024384293725539e+00,2.558305941151299279e-01
6.666666666666666963e+00,7.681981160495126026e+00,4.225169998836793561e-01
6.767676767676767291e+00,8.098306056299744426e+00,3.722085390570281649e-01
6.868686868686868507e+00,7.224800487080437428e+00,2.924002556060499303e-01
6.969696969696969724e+00,6.793951428164017869e+00,7.614443403179191883e-01
7.070707070707070940e+00,7.717393893973122587e+00,8.977733536881965515e-02
7.171717171717171269e+00,6.840287511685172461e+00,-3.256753500970815951e-02
7.272727272727272485e+00,7.003873797744686769e+00,4.445099830917901285e-01
7.373737373737373701e+00,7.838694343766380079e+00,5.035436164896953670e-01
7.474747474747474918e+00,7.874742203286531961e+00,2.232842097944376381e-01
7.575757575757575246e+00,7.473195501575219168e+00,7.005845641866615958e-01
7.676767676767676463e+00,8.203761105584701951e+00,4.731822962824963064e-01
7.777777777777777679e+00,7.872806752206710890e+00,5.679724139040818187e-01
7.878787878787878896e+00,8.061410706245847990e+00,4.061797128326918305e-01
7.979797979797979224e+00,8.216574420250291055e+00,1.573195248592042239e-01
8.080808080808081328e+00,8.818521587574529974e+00,6.460841804714334558e-01
8.181818181818181657e+00,8.858907824769890027e+00,3.208576912966468186e-01
8.282828282828281985e+00,7.945584697071802260e+00,2.110912936297833220e-01
8.383838383838384090e+00,8.342045942532585912e+00,3.788839277410047113e-01
8.484848484848484418e+00,8.532016280741983039e+00,3.899193500822892289e-01
8.585858585858586522e+00,8.104144611258920605e+00,1.097944208997239934e-01
8.686868686868686851e+00,8.012293676998334391e+00,2.824142898217164577e-01
8.787878787878787179e+00,8.290519067700396150e+00,1.141984987711729127e-01
8.888888888888889284e+00,8.482327803550434808e+00,3.812226751687044501e-01
8.989898989898989612e+00,8.994895250818796484e+00,3.024401209495568010e-01
9.090909090909089940e+00,9.075693022357532058e+00,2.962732689547654119e-01
9.191919191919192045e+00,7.398446545249014683e+00,3.995905921982216280e-01
9.292929292929292373e+00,8.888984841186561070e+00,9.327172183820867102e-02
9.393939393939394478e+00,9.306130193483518553e+00,4.124224773279777101e-01
9.494949494949494806e+00,8.511010779827092421e+00,4.315089192070014068e-01
9.595959595959595134e+00,8.361871163873125568e+00,3.028396870225362747e-01
9.696969696969697239e+00,8.847543164249604075e+00,1.910516547666957221e-01
9.797979797979797567e+00,8.523395152236876271e+00,-9.663910714363638244e-02
9.898989898989899672e+00,8.213972175305292112e+00,7.233582369866736750e-02
1.000000000000000000e+01,8.901901474887379706e+00,4.044005463220282648e-01
